UZ,2197,489,4038,14479,3296.6000000000004
TT,460,90,873,3283,630.7
NC,134,10,51,670,43.8
WI,410,92,483,2400,481.59999999999997
MN,778,91,623,10800,491.2999999999999
MA,1109,208,2226,11124,964.8999999999997
OS,1569,377,2787,10857,2690.9000000000005
PS,240,63,414,1523,356.79999999999995
PA,1195,509,5264,12119,3870.3000000000006
NG,2435,694,8485,23987,5174.599999999997
TI,3268,568,3148,19539,3328.3999999999983
SM,72,15,88,554,104.0
OC,334,63,721,2612,347.99999999999994
VT,1171,190,2078,11077,727.4999999999999
AA,85,12,50,494,61.0
RE,145,21,93,666,109.2
RM,532,92,539,3382,491.59999999999997
LS,200,38,245,1480,180.9
GK,222,23,203,2036,85.0
NF,48,10,66,475,94.4
TV,108,11,81,613,49.4
ST,125,24,157,695,102.4
VI,106,15,108,530,61.8
AY,471,54,429,3835,306.49999999999994
NH,287,30,208,2270,172.3
BD,1290,224,3521,20605,1208.3999999999999
KR,373,89,436,3516,544.8
FP,63,24,169,410,119.80000000000007
TO,466,76,664,3204,527.3
NS,312,44,455,2206,211.9
GJ,424,74,518,3253,486.79999999999995
FO,38,7,35,186,39.0
NE,87,22,195,803,101.19999999999999
FG,74,9,43,598,52.6
IM,34,1,16,183,5.0
PF,14,5,16,63,21.0
AN,76,35,193,575,268.5
GP,17,5,17,101,44.0
CN,85,18,84,953,92.00000000000001
FK,8,1,6,32,6.5
TL,24,2,30,141,15.7
CW,87,9,89,551,37.0
SC,55,20,154,383,61.0
AQ,123,22,128,1515,144.4
WQ,8,3,14,28,14.0
MH,95,9,46,611,44.0
PG,30,11,28,108,60.0
RN,29,4,30,140,11.0
MB,40,5,12,235,32.5
PC,57,15,80,417,87.0
AV,45,4,9,349,12.0
SH,1,1,1,1,5.0
MF,61,30,398,671,230.0
SB,7,4,19,36,38.0
NT,1,0,0,4,0
HQ,13,2,5,92,18.0
IO,1,0,0,2,0
